Project Name,Country,Country Full Name,Region,Date Online,Status,Technology Category,Production Technology,Carbon Capture,Type of Electricity Used for Production,Hydrogen Product,End Use,IEA zero-carbon estimated normalized capacity,Electricty Used Color(Feedstock),Latitude,Longitude
H2Agrar,DEU,Germany,Europe,,Concept,Electrolysis,Unknown PtX,No,Onshore wind,H2,Transportation,444.44,Green - Renewables,51.165691,10.451526
Flughafen Rostock-Laage PtX,DEU,Germany,Europe,2024,DEMO,Electrolysis,Unknown PtX,No,Other,Synfuels,Synfuels,0,Green - Renewables,51.165691,10.451526
HEAL - Hydrogen-based Energy Systems for Arctic Logistics,SWE,Sweden,Europe,2024,DEMO,Electrolysis,Unknown PtX,No,Offshore wind,H2,Transportation,0,Green - Renewables,60.128161,18.643501
Vätgas Ljungby,SWE,Sweden,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Transportation,444.44,Green - Renewables,60.128161,18.643501
Barsebäck Hydrogen Hub,SWE,Sweden,Europe,2027,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,22222.22,Green - Renewables,60.128161,18.643501
BotnialänkenH2,SWE,Sweden,Europe,2027,Concept,Electrolysis,Unknown PtX,No,Onshore wind,H2,Synfuels,22222.22,Green - Renewables,60.128161,18.643501
Rabbalshede Krafts,SWE,Sweden,Europe,2025,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Domestic Heat,11111.11,Green - Renewables,60.128161,18.643501
Power2AX,FIN,Finland,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Onshore wind,H2,Power,288.59,Green - Renewables,61.92411,25.748151
SHARC - Sustainable Hydrogen and Recovery of Carbon (phase 1),FIN,Finland,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Refining,11111.11,Green - Renewables,61.92411,25.748151
SHARC - Sustainable Hydrogen and Recovery of Carbon (phase 2),FIN,Finland,Europe,2027,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Refining,36666.67,Green - Renewables,61.92411,25.748151
SHARC - Sustainable Hydrogen and Recovery of Carbon (phase 3),FIN,Finland,Europe,2029,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Refining,60000,Green - Renewables,61.92411,25.748151
"H2UDF, phase III",ESP,Spain,Europe,2026,Concept,Electrolysis,Unknown PtX,No,Other,H2,Grid Injection,5555.56,Green - Renewables,40.463667,-3.74922
Fronius Solhub,AUT,Austria,Europe,2022,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,333.33,Green - Renewables,47.516231,14.550072
PROMETHEAN,POL,Poland,Europe,2024,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,7111.11,Green - Renewables,51.919438,19.145136
"NeptHyne, phase 1",POL,Poland,Europe,2023,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,Domestic Heat,222.22,Green - Renewables,51.919438,19.145136
"NeptHyne, phase 2",POL,Poland,Europe,2030,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,Domestic Heat,222000,Green - Renewables,51.919438,19.145136
Dalrymple Bay,AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Research,0,Green - Renewables,-25.274398,133.775136
"Port Botany, New South Wales",AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Other,H2,Iron & Steel,21377.39,Green - Renewables,-25.274398,133.775136
South Australia renewable hydrogen hub,AUS,Australia,Asia and Pacific,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,0,Green - Renewables,-25.274398,133.775136
"AMpHytrite demonstrator, Port of Rotterdam, phase 1",NLD,Netherlands,Europe,2023,Concept,Electrolysis,Unknown PtX,No,Onshore wind,H2,Iron & Steel,0,Green - Renewables,52.132633,5.291266
"AMpHytrite demonstrator, Port of Rotterdam, phase 1",NLD,Netherlands,Europe,,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,Synfuels,0,Green - Renewables,52.132633,5.291266
Linde-bp Texas CCS H2,USA,United States,North America,2026,Concept,Natural Gas,Steam Reforming,Yes,Other,H2,Research,0,Grey - Nat Gas Reforming,37.09024,-95.712891
"Ain Sokhna plant, Suez Canal Economic Zone (SCZone), phase 1",EGY,Egypt,Africa,2026,Feasibility study,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,32066.08,Green - Renewables,26.820553,30.802498
"Ain Sokhna plant, Suez Canal Economic Zone (SCZone), phase 2",EGY,Egypt,Africa,,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,48099.12,Green - Renewables,26.820553,30.802498
VISION 2025,GRC,Greece,Europe,2025,DEMO,Electrolysis,Unknown PtX,No,Solar PV,H2,Refining,0,Green - Renewables,39.074208,21.824312
VISION 2025,GRC,Greece,Europe,2030,Concept,Natural Gas,Steam Reforming,Yes,Other,H2,Refining,0,Grey - Nat Gas Reforming,39.074208,21.824312
BLUE MED,GRC,Greece,Europe,2024,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,2222.22,Green - Renewables,39.074208,21.824312
Zero Emission Mobility Corridor,SVN,Slovenia,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Transportation,7555.56,Green - Renewables,46.151241,14.995463
EHYTRANSP - TS Laevad & H2,EST,Estonia,Europe,2024,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,1111.11,Green - Renewables,58.595272,25.013607
 HYEELIWTS - terminal of Muuga,EST,Estonia,Europe,2025,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,0,Green - Renewables,58.595272,25.013607
Cyprus Renewstable Tersefanou,CYP,Cyprus,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Power,5555.56,Green - Renewables,35.126413,33.429859
AM Gent H2 consumption Hub,BEL,Belgium,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Iron & Steel,115437.89,Green - Renewables,50.503887,4.469936
Dimdini H2 ecosystem,LVA,Latvia,Europe,2025,Concept,Electrolysis,Unknown PtX,No,Other,H2,Other Industries,6666.67,Green - Renewables,56.879635,24.603189
Hyperion H2 Alandroal,PRT,Portugal,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Grid Injection,55555.56,Green - Renewables,39.399872,-8.224454
Hyperion H2 Setúbal,PRT,Portugal,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Grid Injection,1666.67,Green - Renewables,39.399872,-8.224454
Flavian superhybrid,AUS,Australia,Asia and Pacific,2028,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,66666.67,Green - Renewables,-25.274398,133.775136
Advanced Clean Energy Storage (ACES),USA,United States,North America,2025,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,47826.09,Green - Renewables,37.09024,-95.712891
Plug Power Olin green hydrogen Joint Venture,USA,United States,North America,,Concept,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,7022.47,Pink - Nuclear,37.09024,-95.712891
Szazhalombatta refinery,HUN,Hungary,Europe,2023,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Refining,1923.08,Pink - Nuclear,47.162494,19.503304
Ain Sokhna ammonia project,EGY,Egypt,Africa,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,90077.59,Green - Renewables,26.820553,30.802498
"Masdar Hassan Allam green hydrogen, phase 1",EGY,Egypt,Africa,2026,Feasibility study,Electrolysis,Unknown PtX,No,Other,MeOH,Methanol,24540.43,Green - Renewables,26.820553,30.802498
"Masdar Hassan Allam green hydrogen, phase 2",EGY,Egypt,Africa,2030,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,864348.46,Green - Renewables,26.820553,30.802498
"LSB Industries - Pryor green ammonia project, Phase 1",USA,United States,North America,,Feasibility study,Electrolysis,Solid Oxide Electrolysis Cells,No,Other,Ammonia,Ammonia,2631.58,Yellow - Mixed Origin Grid Energy,37.09024,-95.712891
"LSB Industries - Pryor green ammonia project, Phase 1",USA,United States,North America,,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Other,Ammonia,Ammonia,4347.83,Green - Renewables,37.09024,-95.712891
"Repsol Bilbao port synfuels project, phase 2",ESP,Spain,Europe,2024,Under construction,Electrolysis,Alkaline Electrolysis,No,Combination Renewable,Synfuels,Synfuels,1666.67,Green - Renewables,40.463667,-3.74922
"Total Eren, Enara green ammonia, phase 1",EGY,Egypt,Africa,,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,69290.45,Green - Renewables,26.820553,30.802498
"Total Eren, Enara green ammonia, phase 2",EGY,Egypt,Africa,2030,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,277161.81,Green - Renewables,26.820553,30.802498
Scatec Green Ammonia,EGY,Egypt,Africa,2025,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,230968.18,Green - Renewables,26.820553,30.802498
"Ben Tre project, phase 1",VNM,Vietnam,Asia and Pacific,2024,Under construction,Electrolysis,Alkaline Electrolysis,No,Other,H2,Ammonia,65428.66,Green - Renewables,14.058324,108.277199
"Ben Tre project, phase 2",VNM,Vietnam,Asia and Pacific,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Ammonia,98156.86,Green - Renewables,14.058324,108.277199
Lapis Energy El Dorado,USA,United States,North America,2025,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,Ammonia,Ammonia,56419.4,Grey - Nat Gas Reforming,37.09024,-95.712891
UKOG LNG termnial,GBR,United Kingdom,Europe,,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,CH4 Grid Injection,0,Green - Renewables,55.378051,-3.435973
Ferrolterra plant,ESP,Spain,Europe,,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Offshore wind,H2,Transportation,6666.67,Pink - Nuclear,40.463667,-3.74922
Ferrolterra plant,ESP,Spain,Europe,,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Offshore wind,H2,Transportation,11111.11,Pink - Nuclear,40.463667,-3.74922
"Hydrogen Eagle (Spolana), phase 2",CZE,Czech Republic,Europe,2030,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,6666.67,Green - Renewables,49.817492,15.472962
"Hyways for future, 1st hub",DEU,Germany,Europe,2024,FID,Electrolysis,Proton Exchange Membrane Electrolysis,No,Onshore wind,H2,Transportation,384.62,Pink - Nuclear,51.165691,10.451526
HY2 Lausitz,DEU,Germany,Europe,2025,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,34444.44,Green - Renewables,51.165691,10.451526
H2 Emden Electrolyzer,DEU,Germany,Europe,2023,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,11111.11,Green - Renewables,51.165691,10.451526
Referenzkraftwerk Lausitz,DEU,Germany,Europe,2025,Concept,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,1923.08,Pink - Nuclear,51.165691,10.451526
Wenger Engineering Bremerhaven,DEU,Germany,Europe,,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Onshore wind,H2,Transportation,288.89,Green - Renewables,51.165691,10.451526
Lighthouse Project PtG Baden-Wuerttemberg,DEU,Germany,Europe,2020,Operational,Electrolysis,Alkaline Electrolysis,No,Hydropower,H2,Grid Injection,217.39,Green - Renewables,51.165691,10.451526
Hidroelectrica Ostrovu Mare ,ROU,Romania,Europe,2026,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Synfuels,11111.11,Green - Renewables,45.943161,24.96676
KEME Energy Sines,PRT,Portugal,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,333.33,Green - Renewables,39.399872,-8.224454
Hyundai Heavy Industries - HHI East Sea - Phase I,KOR,South Korea,Asia and Pacific,2030,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,Transportation,22222.22,Green - Renewables,35.907757,127.766922
Hyundai Heavy Industries - HHI East Sea- Phase II,KOR,South Korea,Asia and Pacific,2025,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,Transportation,266666.67,Green - Renewables,35.907757,127.766922
Gron Fuel Renewable Energy Complex,USA,United States,North America,2030,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Synfuels,222222.22,Green - Renewables,37.09024,-95.712891
Woodside H2OK,USA,United States,North America,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Research,64444.44,Green - Renewables,37.09024,-95.712891
Avangrid Connecticut project,USA,United States,North America,,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Power,4444.44,Green - Renewables,37.09024,-95.712891
Avangrid Oregon project,USA,United States,North America,,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Combined Heat and Power,4444.44,Green - Renewables,37.09024,-95.712891
Liberty Steel DRI plant,FRA,France,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Iron & Steel,222222.22,Green - Renewables,46.227638,2.213749
"GH2 Green Hydrogen Project, phase 1",FRA,France,Europe,2025,Concept,Electrolysis,Alkaline Electrolysis,No,Solar PV,H2,Transportation,21739.13,Green - Renewables,46.227638,2.213749
"GH2 Green Hydrogen Project, phase 2",FRA,France,Europe,2027,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,44444.44,Green - Renewables,46.227638,2.213749
Masshylia,FRA,France,Europe,2026,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Biofuels,27777.78,Green - Renewables,46.227638,2.213749
H2 Loire Vallée,FRA,France,Europe,2022,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,1777.78,Green - Renewables,46.227638,2.213749
Dijon Métropole Smart EnergHy,FRA,France,Europe,2023,Under construction,Electrolysis,Alkaline Electrolysis,No,Grid,H2,Transportation,217.39,Green - Renewables,46.227638,2.213749
H-Awel,GBR,United Kingdom,Europe,2023,Concept,Electrolysis,Proton Exchange Membrane Electrolysis,No,Onshore wind,H2,Iron & Steel,9615.38,Pink - Nuclear,55.378051,-3.435973
Mayflower Hydrogen project,GBR,United Kingdom,Europe,2025,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Synfuels,3846.15,Pink - Nuclear,55.378051,-3.435973
Eneus Energy Hammars Hill,GBR,United Kingdom,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,2866.67,Green - Renewables,55.378051,-3.435973
"Tarragona Green Chenical complex, phase 1",ESP,Spain,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,1111.11,Green - Renewables,40.463667,-3.74922
"Tarragona Green Chenical complex, phase 2",ESP,Spain,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,10000,Green - Renewables,40.463667,-3.74922
"Tarragona Green Chenical complex, phase 3",ESP,Spain,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,4444.44,Green - Renewables,40.463667,-3.74922
GAIL Vijaipur project,IND,India,Asia and Pacific,2023,FID,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Other Industries,1923.08,Pink - Nuclear,20.593684,78.96288
Huadian Baotou City Damaoqi Hydrogen Production Electrolysis Project,CHN,China,Asia and Pacific,2022,Concept,Electrolysis,Alkaline Electrolysis,No,Combination Renewable,H2,Synfuels,21739.13,Green - Renewables,35.86166,104.195397
Shandong Weifang Economic Development Zone,CHN,China,Asia and Pacific,,Concept,Electrolysis,Alkaline Electrolysis,No,Solar PV,H2,Synfuels,10869.57,Green - Renewables,35.86166,104.195397
Anil urea plant,IND,India,Asia and Pacific,2030,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,Ammonia,Ammonia,444444.44,Green - Renewables,20.593684,78.96288
"HH2E - Met Northeast Germany, phase 1",DEU,Germany,Europe,2025,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Combination Renewable,H2,Transportation,21739.13,Green - Renewables,51.165691,10.451526
"HH2E - Met Northeast Germany, phase 2",DEU,Germany,Europe,2030,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,222222.22,Green - Renewables,51.165691,10.451526
Ferrosilva fossil-free DRI ,SWE,Sweden,Europe,2029,Concept,Biomass,Biomass gasification,Yes,Other,H2,Iron & Steel,0,Brown - Biomass ,60.128161,18.643501
Hysetco taxi project,FRA,France,Europe,2024,FID,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,480.77,Pink - Nuclear,46.227638,2.213749
"Zhongyuan Oil Field MW-Scale Renewable P2G, phase 1",CHN,China,Asia and Pacific,2022,Under construction,Electrolysis,Proton Exchange Membrane Electrolysis,No,Onshore wind,H2,Refining,465.75,Pink - Nuclear,35.86166,104.195397
"Zhongyuan Oil Field MW-Scale Renewable P2G, phase 2",CHN,China,Asia and Pacific,,Concept,Electrolysis,Proton Exchange Membrane Electrolysis,No,Onshore wind,H2,Refining,5584.47,Pink - Nuclear,35.86166,104.195397
Hyper Hydrogen Energy Zhangjiakou Wind Power Hebei - second phase,CHN,China,Asia and Pacific,2022,FID,Electrolysis,Alkaline Electrolysis,No,Onshore wind,H2,Transportation,13014.98,Green - Renewables,35.86166,104.195397
Maire Tecnimont,USA,United States,North America,2025,FID,Natural Gas,Steam Reforming,Yes,Other,Ammonia,Ammonia,0,Grey - Nat Gas Reforming,37.09024,-95.712891
"Barents Blue ammonia plant, phase 2",NOR,Norway,Europe,,Concept,Natural Gas,Autothermal Reforming,Yes,Other,Ammonia,Ammonia,250752.89,Grey - Nat Gas Reforming,60.472024,8.468946
"Barents Blue ammonia plant, phase 3",NOR,Norway,Europe,,Concept,Natural Gas,Autothermal Reforming,Yes,Other,Ammonia,Ammonia,250752.89,Grey - Nat Gas Reforming,60.472024,8.468946
" Liquid Wind, FlagshipTWO",SWE,Sweden,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,MeOH,Methanol,245404.29,Green - Renewables,60.128161,18.643501
SALCOS - first expansion,DEU,Germany,Europe,2025,FID,Electrolysis,Unknown PtX,No,Onshore wind,H2,Iron & Steel,174439.48,Green - Renewables,51.165691,10.451526
Nordsee Two Offshore Wind Farm,DEU,Germany,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Grid Injection,888.89,Green - Renewables,51.165691,10.451526
Holland Hydrogen - phase 2,NLD,Netherlands,Europe,2027,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Offshore wind,H2,Refining,44444.44,Green - Renewables,52.132633,5.291266
H2era,NLD,Netherlands,Europe,2027,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,CH4 Grid Injection,111111.11,Green - Renewables,52.132633,5.291266
"Unigel, phase I",BRA,Brazil,Central and South America,2023,FID,Electrolysis,Alkaline Electrolysis,No,Onshore wind,Ammonia,Ammonia,13043.48,Green - Renewables,-14.235004,-51.92528
"Unigel, phase II",BRA,Brazil,Central and South America,2025,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Onshore wind,Ammonia,Ammonia,39130.43,Green - Renewables,-14.235004,-51.92528
Mmex Resources Corporation,PER,Peru,Central and South America,,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,25749.06,Pink - Nuclear,-9.189967,-75.015152
"Tees Green Hydrogen, phase 1",GBR,United Kingdom,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Iron & Steel,9444.44,Green - Renewables,55.378051,-3.435973
"Tees Green Hydrogen, phase 2",GBR,United Kingdom,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Iron & Steel,101666.67,Green - Renewables,55.378051,-3.435973
GravitHy,FRA,France,Europe,2027,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Iron & Steel,153917.19,Green - Renewables,46.227638,2.213749
VoltH2 - Delfzijl,NLD,Netherlands,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Other Industries,11111.11,Green - Renewables,52.132633,5.291266
Green Fuels hamburg,DEU,Germany,Europe,2026,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Offshore wind,Synfuels,Synfuels,6588.92,Pink - Nuclear,51.165691,10.451526
Navigator - P2X-Europe JV,PRT,Portugal,Europe,2026,Feasibility study,Electrolysis,Unknown PtX,No,Other,Synfuels,Synfuels,52711.37,Green - Renewables,39.399872,-8.224454
